AGE,INCOME,LOANAMOUNT,CREDITSCORE,MONTHSEMPLOYED,NUMCREDITLINES,INTERESTRATE,LOANTERM,DTIRATIO,EDUCATION,EMPLOYMENTTYPE,MARITALSTATUS,HASMORTGAGE,HASDEPENDENTS,LOANPURPOSE,HASCOSIGNER,DEFAULT
47,45993,98674,434,34,4,8.69,12,0.7,PhD,2,0,2,1,Home,1,1
54,124814,50393,364,87,1,18.72,24,0.44,Master's,2,1,1,1,Other,2,0
46,109979,175338,570,81,1,5.18,36,0.4,PhD,2,1,2,2,Auto,1,0
39,52453,58067,788,31,2,6.57,60,0.71,Bachelor's,2,1,2,2,Other,2,0
21,26255,81879,485,55,2,13.33,12,0.78,Bachelor's,2,2,1,1,Home,2,1
37,70381,138047,638,114,1,11.69,24,0.72,Master's,2,2,2,1,Business,2,0
49,149581,226079,568,1,1,3.83,60,0.55,PhD,2,2,1,2,Auto,1,0
53,90732,79368,706,9,3,13.09,12,0.87,Master's,2,1,2,2,Other,1,0
67,113325,12259,695,92,3,5.25,48,0.59,Bachelor's,2,0,2,1,Home,1,0
21,41453,59714,641,99,1,20.67,36,0.73,High School,2,1,2,2,Home,2,0
44,52791,188775,531,16,3,22.35,36,0.58,High School,2,1,1,1,Business,2,0
34,92164,158193,393,18,3,3,60,0.13,Master's,2,1,2,2,Business,2,0
29,67659,44124,351,36,4,2.31,24,0.85,High School,2,1,1,2,Auto,1,0
39,121057,234148,362,78,1,18.53,60,0.65,PhD,2,2,1,2,Other,2,0
34,48810,27560,643,51,1,9.34,36,0.83,High School,1,2,1,2,Business,1,0
27,115235,246952,845,101,4,15.58,36,0.68,Bachelor's,2,1,2,2,Home,1,0
18,71177,105908,846,2,2,20.2,24,0.56,Bachelor's,1,1,2,1,Auto,2,1
39,42837,114995,580,25,1,24.41,60,0.85,Bachelor's,2,0,2,2,Home,1,1
43,115217,203257,639,56,2,4.41,36,0.58,Master's,1,0,1,1,Education,1,0
35,17380,185733,525,37,1,7.81,24,0.8,High School,1,1,1,1,Home,1,0
67,73074,91252,525,100,1,17.25,36,0.84,PhD,2,0,2,1,Auto,1,0
31,46041,109953,621,65,2,6.59,24,0.47,High School,2,1,2,2,Auto,2,0
64,92963,7197,801,29,4,21.4,48,0.77,High School,2,1,1,2,Other,2,0
46,53024,115694,421,8,2,16.5,24,0.21,Bachelor's,2,2,1,1,Business,2,0
29,112412,135113,449,85,2,23.47,12,0.36,High School,2,1,2,1,Business,2,0
53,48566,211169,579,84,4,17.22,12,0.53,Bachelor's,2,0,1,1,Home,2,0
52,111923,75602,696,27,4,4.17,12,0.88,PhD,2,0,2,2,Other,2,0
69,109129,25847,418,62,1,11.99,36,0.42,PhD,2,0,2,2,Education,1,0
29,15809,185525,781,46,2,23.18,60,0.28,PhD,2,0,1,1,Home,2,1
24,149716,155111,455,27,1,23.04,12,0.25,Bachelor's,2,1,2,2,Business,2,1
46,17642,121362,767,95,2,13.82,12,0.88,PhD,2,1,2,2,Home,2,0
28,59045,82398,838,99,1,24.42,36,0.74,High School,2,0,2,2,Business,2,0
50,16852,126038,756,69,2,7.97,60,0.41,Master's,2,1,2,2,Education,2,0
23,62141,102114,654,40,4,4.34,60,0.24,High School,2,2,1,1,Auto,2,0
64,135720,244605,612,98,3,15.24,36,0.52,Master's,2,1,2,1,Home,1,0
32,94176,235870,350,93,1,4.44,60,0.25,Master's,2,0,2,2,Auto,1,0
49,94408,24082,777,60,3,19.23,12,0.85,High School,2,2,2,1,Education,1,0
68,129736,233880,712,32,2,7.73,12,0.76,PhD,2,0,2,2,Home,2,0
28,95855,223759,691,1,2,17.57,48,0.22,Bachelor's,2,1,2,1,Education,2,0
40,89470,128277,514,89,1,5.78,12,0.33,PhD,1,1,2,2,Home,1,0
43,39251,145087,641,22,1,15.43,48,0.39,High School,1,0,2,1,Auto,1,0
51,38611,181606,328,6,1,18.78,60,0.31,Master's,2,2,1,1,Business,1,1
63,35934,246637,589,89,3,9.17,12,0.77,PhD,1,1,1,1,Other,1,0
51,96149,101795,735,114,2,15.68,12,0.68,Master's,1,1,2,2,Education,2,0
46,42792,159703,312,29,1,3.85,48,0.63,Bachelor's,2,1,2,2,Home,2,0
21,20182,139686,820,69,2,7.59,24,0.75,Master's,2,2,1,1,Business,1,0
34,35970,144997,639,16,3,8.73,48,0.69,Master's,2,1,2,1,Home,2,0
52,23313,76236,577,56,4,18.05,12,0.8,High School,2,0,1,1,Other,1,0
30,79793,55744,780,54,4,4.44,60,0.41,High School,2,0,2,1,Home,1,0
58,131538,106241,485,80,1,10.08,60,0.64,Master's,2,0,1,2,Auto,2,0
56,44550,65529,687,10,2,19.17,24,0.61,High School,2,1,1,1,Auto,1,1
32,19536,210015,596,0,1,7.74,48,0.82,PhD,2,0,2,2,Other,1,0
46,73600,123702,737,23,3,5.9,12,0.28,Master's,2,1,1,1,Business,1,0
46,140137,202806,756,107,4,22.51,48,0.76,Master's,2,0,1,1,Auto,1,0
28,63654,29511,702,25,1,12.01,60,0.29,High School,1,0,2,2,Other,2,1
69,147626,173272,609,101,3,16.41,24,0.15,High School,2,2,1,2,Other,1,0
49,124355,52443,712,119,1,16.31,60,0.66,PhD,2,0,2,2,Education,2,0
19,98291,191882,398,2,1,12.54,48,0.4,Master's,2,0,2,1,Business,2,0
64,104563,38524,565,78,3,5.08,12,0.84,Bachelor's,2,1,2,1,Auto,1,0
31,25808,112412,821,106,1,2.48,36,0.31,Master's,2,1,1,2,Business,2,0
37,54527,193494,373,43,3,9.05,48,0.23,Master's,2,1,1,2,Education,2,0
39,145464,26427,675,109,2,11.74,36,0.35,High School,1,1,1,1,Auto,1,0
28,16149,57711,665,115,3,4.5,60,0.13,PhD,2,2,1,1,Business,1,0
44,67688,73407,524,79,4,12.26,48,0.71,High School,2,2,2,2,Business,1,0
20,124814,122242,654,21,4,13.05,24,0.79,Bachelor's,2,1,2,1,Other,1,0
34,128547,41134,723,84,2,3.13,12,0.18,Master's,2,0,1,1,Education,1,0
61,99456,242552,382,107,2,2.84,12,0.25,High School,2,2,1,1,Auto,1,0
45,15563,230463,633,84,3,19.88,24,0.27,High School,1,1,2,1,Education,1,1
46,83501,112010,630,78,4,14.89,48,0.2,High School,2,0,2,2,Other,2,0
38,138660,14011,835,80,1,19.41,12,0.88,High School,2,1,2,2,Other,1,0
64,134450,84153,577,6,4,5.46,36,0.55,Master's,2,2,1,1,Other,1,0
33,146671,9217,824,4,3,6.95,60,0.18,Master's,2,2,1,2,Home,1,0
54,21639,191661,625,11,2,4.57,36,0.19,High School,2,2,2,1,Auto,1,0
37,31303,11228,469,51,3,10.33,60,0.77,Master's,2,1,1,1,Other,2,1
23,132051,186107,651,116,4,9.75,60,0.17,High School,2,1,1,2,Other,2,0
36,137086,105847,511,14,1,5.98,24,0.7,PhD,1,1,2,2,Auto,2,1
22,111841,146831,762,103,3,20.65,12,0.25,High School,2,1,2,1,Business,2,0
20,90986,233901,824,107,3,17.38,24,0.41,Bachelor's,2,0,1,1,Auto,1,1
18,28976,190345,727,54,1,12.86,12,0.38,Master's,2,2,1,1,Other,1,0
55,16096,190699,757,113,1,9.2,48,0.41,Bachelor's,1,2,1,1,Auto,1,0
32,58078,109312,312,2,3,19.23,12,0.15,High School,2,0,2,1,Auto,1,1
51,37393,236014,644,77,4,19.32,60,0.37,High School,2,1,2,2,Other,2,0
52,69817,80985,793,46,1,4.47,24,0.87,Master's,2,1,2,1,Business,2,0
66,105866,203031,798,41,1,8.93,36,0.61,High School,2,2,1,2,Auto,1,0
42,74688,126655,609,86,3,5.4,60,0.36,PhD,2,0,1,2,Home,1,0
41,44072,88611,601,88,3,13.47,36,0.58,Bachelor's,2,0,2,1,Business,1,0
29,104825,72970,616,14,4,13.32,24,0.42,Bachelor's,2,2,1,2,Education,2,0
35,149309,218010,370,74,1,8.69,60,0.72,Master's,1,2,2,2,Auto,2,0
32,54194,165683,800,84,2,16.39,36,0.19,Bachelor's,2,1,1,1,Auto,2,0
61,93628,86357,498,2,4,16.52,60,0.53,High School,2,0,1,2,Home,2,0
33,112699,113532,705,59,3,23.55,48,0.14,Master's,1,2,2,2,Auto,2,1
44,144458,127452,642,94,3,24.84,48,0.19,Bachelor's,2,1,1,2,Education,1,1
25,68742,240456,324,117,4,22.67,60,0.55,Bachelor's,1,0,1,1,Education,2,0
63,33043,192475,419,35,3,22.62,60,0.34,High School,2,2,1,2,Home,2,0
42,25367,213713,508,46,4,15.92,12,0.71,Bachelor's,2,2,1,1,Education,2,0
34,103937,148815,554,5,3,15.74,36,0.69,Master's,2,2,2,1,Home,1,0
46,42652,210840,659,86,3,10.42,12,0.52,High School,2,1,2,2,Education,1,0
25,92462,141937,668,8,2,16.94,24,0.67,PhD,1,1,2,1,Home,2,0
32,28462,26062,355,36,2,20.56,12,0.45,Master's,2,0,2,1,Auto,1,0
44,36210,5857,626,52,2,8.51,48,0.67,PhD,2,0,2,1,Education,1,0
63,54334,202785,471,80,1,12.61,48,0.13,High School,2,2,2,1,Auto,2,0
67,67930,94709,636,36,1,6.17,48,0.38,PhD,2,1,1,2,Auto,2,0
69,17120,176950,597,25,1,22.88,48,0.19,High School,2,1,2,1,Other,1,1
24,99944,45213,655,96,2,16.28,36,0.5,Bachelor's,1,1,1,1,Business,1,1
